english, arabic, word_id
201,أكون,I
202,المنزل,Home
203,انك,You
204,أفعل,I do
205,فيه,In which
206,…,…
207,أعني,I mean
208,للغاية,Very
209,بين,Between
210,منك,You
211,جيدة,Good
212,بشأن,About
213,اللعنة,Fuck
214,أننا,We are
215,ها,Ha
216,عمل,The work of
217,متى,When
218,يعني,It means
219,فكرة,The idea of ​​
220,الأمور,Things
221,مني,Me
222,أظن,I think
223,أني,I
224,كنا,We were
225,مجرد,Just
226,المال,Money
227,أقول,I say
228,ستكون,Will be
229,…,…
230,تقول,Says
231,أم,Or
232,الشيء,thing
233,هؤلاء,These
234,الطريق,Road
235,تستطيع,You
236,وهذا,This is
237,بالنسبة,For
238,اي,Any
239,أمر,Order
240,معه,With
241,منه,Than
242,اعتقد,I think
243,السيد,Mr
244,توقف,Stop
245,نفس,The same
246,لما,When
247,انظر,See
248,تكن,Not
249,بدون,Without
250,الحياة,Life
251,بأس,Fine
252,بسبب,Because of
253,الجحيم,Hell
254,حصلت,I got
255,أشعر,I feel
256,أرى,I see
257,لكم,You
258,عند,When
259,الذى,Which
260,تبدو,Look
261,الذين,Who are
262,تحت,Under
263,الأشياء,Things thousand
264,ليلة,Night
265,تعتقد,Believes
266,لكي,In order to
267,حيث,Where
268,مشكلة,problem
269,الـ,The
270,نفسك,Yourself
271,تعال,Come
272,الأن,Now
273,شيئا,Something
274,أذهب,I go
275,بحاجة,Need
276,يريد,Wants
277,آسفة,Sorry
278,وأنت,And you are
279,بالفعل,Already
280,فضلك,Please
281,عزيزتي,Dear
282,الوحيد,Only
283,قتل,Killed
284,بحق,Against
285,طوال,Throughout the
286,بهذه,In this
287,الشخص,Person
288,الشرطة,Police
289,رأيت,I saw
290,بنا,Us
291,مالذي,What you
292,اريد,I want
293,وهو,It is
294,أحب,I love
295,أرجوك,Please
296,او,Or
297,أيضا,Also
298,بل,But
299,إنهم,They are
300,النار,Fire
301,أكن,I
302,بأنه,As
303,أردت,I wanted
304,اجل,For
305,كبير,Large
306,سنوات,Years
307,نذهب,We go
308,سمعت,I heard
309,الرجال,Men
310,فيها,Where
311,يعرف,He knows
312,لابد,Must be
313,فتاة,Girl
314,الباب,Section
315,السيارة,Car
316,تريدين,Want
317,إلي,To
318,اعرف,Know
319,حياتي,My life
320,انتظر,Wait ​​
321,جميع,All
322,خارج,Outside
323,تذهب,Go
324,ثلاثة,Three
325,لأنه,Because
326,فعله,Do
327,استطيع,I
328,والآن,Now
329,السبب,The reason
330,سبب,Cause
331,يقول,Says
332,دون,Don
333,كانوا,They were
334,اذهب,Go
335,كبيرة,Large
336,دولار,dollars
337,اين,Wayne
338,أنهم,They are
339,الواقع,Indeed
340,قمت,I
341,منها,Including
342,هنالك,There are
343,بأنك,You
344,الأفضل,Best
345,جميلة,Beautiful
346,دائما,Always
347,مما,Than
348,ثانية,Second
349,رائعة,Fantastic
350,نوع,Type
351,دعنا,Let
352,تعرفين,You know
353,أحتاج,I need
354,الامر,It's
355,جميل,Beautiful
356,جديد,New
357,أنظر,See
358,للتو,Just
359,سعيد,Said
360,الحصول,Get
361,ومن,It is
362,بكل,All
363,دقيقة,Minutes
364,بالضبط,Exactly
365,تعلمين,You know
366,غرفة,Room
367,المدينة,City
368,الأرض,Earth
369,لحظة,Moment
370,اوه,Oh
371,بسرعة,Quickly
372,شيئ,Something
373,طريقة,Way
374,إليه,To
375,الطريقة,Way
376,أنتم,You are
377,اعلم,I know
378,انهم,They're
379,الفتاة,Girl
380,عيد,Holiday
381,جون,John
382,عظيم,Great
383,التحدث,Talk
384,جاك,Jack
385,لأنني,I
386,تعمل,Works
387,يعمل,Works
388,نفسي,Myself
389,ايها,Dear
390,الخاص,Special
391,ألم,Pain
392,دعني,Let me
393,الله,God
394,عام,Year
395,لديها,Has
396,لكنه,But
397,قام,The
398,ساعة,H
399,تتحدث,Talking
400,الخير,Good
401,لهم,Them
402,ولم,Was
403,إليك,Here are
404,سأكون,I'll be
405,رفاق,Guys
406,بينما,While
407,ترى,See
408,لكنني,But
409,لدى,The
410,لى,Li
411,شىء,Something
412,احد,One of
413,المرة,Time
414,متأكد,Sure
415,منهم,Of whom
416,هى,Is
417,فقد,It has
418,التى,Which
419,يفعل,Do
420,سيارة,Car
421,أحاول,Try to
422,مات,Matt
423,القيام,To
424,طريق,Through
425,سعيدة,Happy
426,عنك,You
427,الموت,Death
428,رقم,No
429,معها,With
430,أقصد,I mean
431,لكني,But
432,أتمنى,I wish
433,المزيد,More
434,ذهبت,I went
435,صغيرة,Small
436,أول,The first
437,صديقي,My friend
438,الصباح,Morning
439,الأولى,First
440,وجدت,Found
441,الأقل,At least
442,فرصة,chance
443,علاقة,Relationship
444,أى,Ie
445,غريب,Strange
446,نستطيع,We can
447,يستطيع,Can
448,المدرسة,school
449,…,…
450,الرئيس,President
451,يكفي,Enough
452,سنة,Year
453,عشر,Ten
454,تقوم,The
455,يتم,Are
456,أتعلم,I learn
457,إلا,However
458,الأطفال,Children
459,يرام,OK
460,أفهم,I understand
461,وقد,The
462,انني,I
463,سأذهب,I will go
464,تأتي,Come
465,لأنك,Because you
466,حالة,Case
467,صباح,morning
468,يجري,Being
469,أفكر,I think about
470,نفسه,The same
471,الي,To
472,أقوم,I
473,نفعل,Do
474,حالك,Are you
475,دقائق,Minutes
476,الحب,Love
477,يعلم,Knows
478,حين,While
479,رجال,Men
480,نهاية,End
481,جديدة,New
482,لديهم,They have
483,أخبرني,Tell me
484,الأول,The first
485,عزيزي,Dear
486,لنذهب,Let's go
487,الجنس,Sex
488,اليس,Wallis
489,سيدة,Lady
490,الخاصة,Private
491,عني,Me
492,بدأت,Began
493,قالت,Said
494,نعرف,We know
495,كي,Ki
496,معنا,With us
497,اسمع,Hear
498,حصل,Got
499,البيت,House
500,وماذا,And what
501,الصغير,Little
502,الطفل,Child
503,عنها,About
504,الساعة,The time
505,تفعله,Do
506,رؤية,Vision
507,حياة,Life of
508,قليلا,Little
509,تحتاج,You need
510,تعني,Means
511,أكبر,The largest
512,تكوني,Tkona
513,أريدك,I want
514,رأيك,Do you think
515,لطيف,Nice
516,الليل,Night
517,يقوم,The
518,مهما,Whatever
519,أود,I would like
520,سام,Sam
521,اكثر,More than
522,أية,Any
523,إنني,I
524,البعض,Some
525,بأنني,I
526,الهاتف,Phone
527,تماما,Fully
528,فهمت,I understand
529,السيدة,Ms
530,طويلة,Long
531,أحدهم,One of them
532,السجن,Jail
533,سيدتي,Madam
534,أقل,Less
535,والدك,Father
536,ظننت,I thought
537,وليس,Not
538,أتحدث,I'm talking
539,عبر,Through
540,أيام,Days
541,والدي,My father
542,ترجمة,Translation
543,أخي,Brother
544,نحتاج,We need
545,أبدا,Never
546,فوق,Above
547,الجديد,The new
548,العودة,Back
549,الماضي,Last
550,ل,to
551,ينبغي,Should be
552,ذات,With
553,حان,It's
554,العام,General
555,نكون,Be
556,وانا,I
557,أيتها,O
558,حياتك,Your Life
559,أحبك,I love you
560,طفل,Children
561,مايكل,Michael
562,الطعام,Food
563,أصبح,It became
564,ط,I
565,خطأ,Error
566,الماء,Water
567,وما,And
568,نصف,Half of
569,عليهم,Them
570,سيئة,Bad
571,المفترض,Supposed
572,معرفة,Know
573,وهي,They
574,صديق,Friend
575,نتحدث,Talking
576,داخل,Inside
577,منزل,HOME
578,الصغيرة,Small
579,سيدى,Sidi
580,للمنزل,Home
581,البقاء,Stay
582,أدري,I wonder
583,ايضا,Also
584,نريد,We want
585,تشعر,Feel
586,فريق,Team
587,دكتور,Doctor
588,أخبرك,Tell
589,صغير,Small
590,تفعلين,Doin
591,وضع,Put
592,لكنك,But you
593,هلا,Hala
594,بخصوص,About
595,طويل,Long
596,جزء,part
597,أشياء,Things
598,أعمل,I work
599,أخذ,Taking
600,تحاول,Trying
601,كلمة,Word
602,منا,us
603,حق,Right
604,الا,But
605,الماضية,The last
606,جو,Joe
607,اخرى,Other
608,يأتي,Comes
609,سأفعل,I'll do
610,اللعين,Dreaded
611,الآخر,The other
612,يمكنه,Can
613,تظن,Think
614,عرفت,I knew
615,بأي,Any
616,خذ,Take
617,النوم,Sleeping
618,تقلق,Worry about
619,ثلاث,Three
620,لمدة,For
621,الأسبوع,Week
622,نظرة,Look
623,المرأة,Women's
624,وجود,The presence of
625,بد,Must
626,اذن,So
627,الحال,Case
628,المشكلة,The problem
629,الخروج,Exit
630,ذهب,Gold
631,الوحيدة,The only
632,افعل,Do
633,الحرب,war
634,كله,All
635,كثيرا,Lot
636,ونحن,We are
637,أنا,I
638,وكان,The
639,لأجل,For
640,لكنها,But
641,بلا,Without
642,فأنا,I
643,حاولت,I tried
644,وشك,About
645,عائلة,family
646,الفتيات,Girls
647,الممكن,Possible
648,انظري,Look
649,أخبرتك,I told you
650,افضل,Best
651,اخر,The last
652,الخارج,Abroad
653,ذا,The
654,جيدا,Well
655,عدم,Non-
656,الغرفة,Room
657,إنك,You
658,العديد,Many
659,سيء,Bad
660,بيت,House
661,الموضوع,Thread
662,آه,Ah
663,المساعدة,help
664,اننا,We
665,يذهب,Go
666,العشاء,Dinner
667,خمسة,Five
668,أصبحت,It became
669,مهلا,Hey
670,الفتى,Boy
671,الطبيب,Doctor
672,بهم,Their
673,النساء,Women
674,أتعرف,You know
675,لأني,For I
676,جورج,George
677,تعالي,Come
678,رئيس,Prime
679,رسالة,Message
680,مايك,Mike
681,وحسب,According to the
682,يهم,Matter
683,بالأمر,Order
684,ساعات,Hours
685,نقوم,We are
686,أتذكر,I remember
687,اني,I
688,نيويورك,New York
689,حينما,When
690,الأشخاص,Persons
691,فتى,Boy
692,بالخارج,Abroad
693,حقيقي,Real
694,تحب,Like
695,أنتي,Ante
696,مباشرة,Directly
697,أهذا,Is that
698,القادمة,Next
699,فترة,Period
700,اسم,Name
701,ضد,Against
702,مجنون,Crazy
703,أصدق,Truer
704,متأكدة,Sure
705,توجد,There are
706,تحصل,Get
707,فرانك,Frank
708,دعونا,Let
709,أخر,Last
710,وسوف,Will
711,قصة,Story
712,بطريقة,way
713,أعطني,Give me
714,لهذه,These
715,يحصل,Gets
716,اللقاء,The meeting
717,زوجتي,My wife
718,مثلك,Like you
719,وفي,In
720,أراك,Arak
721,النهاية,Finally
722,ذاهب,Going
723,لعبة,Game
724,اى,Any
725,جي,LG
726,حفلة,Concert
727,بواسطة,By
728,امرأة,Woman
729,حقيقة,The fact
730,مكتب,Office
731,الإطلاق,All
732,تشارلي,Charlie
733,بيتر,Peter
734,بدأ,It began
735,مساعدتك,Help
736,فيما,With
737,حاول,Try
738,وبعد,After
739,جميعا,All
740,بأني,I
741,الحديث,Modern
742,مجموعة,Group
743,طلب,Order
744,أمام,In front of
745,الثانية,Second
746,توم,Tom
747,صورة,Image
748,بأنها,As
749,اسف,Sorry
750,مدى,Over
751,يحاول,Tries
752,الجيد,Good
753,عندي,I have
754,الهي,God
755,أصدقاء,Friends of
756,ميت,Mitt
757,مثير,Sexy
758,كلها,All
759,تبقى,Stay
760,تحدث,occur
761,الجديدة,New
762,التفكير,Thinking
763,أخرج,Remove the
764,إنتظر,Wait
765,لكل,Per
766,ولن,will not
767,الأخيرة,Last
768,بيننا,Between us
769,عدد,Number
770,فهو,It
771,تفهم,Understand
772,كهذا,Such
773,أتريد,Do you want
774,أحضر,Bring
775,بشيء,Something
776,سوى,Only
777,موعد,Date
778,أشهر,Months
779,مدينة,City
780,ممكن,Possible
781,بعضنا,Some of us
782,لسنا,We are not
783,الواضح,Obviously
784,الكبير,Big
785,انتهى,It ended
786,النوع,Type
787,أنت,you
788,الملك,King
789,إليها,To
790,الوضع,situation
791,العائلة,Family
792,ذو,A
793,أسمع,I hear
794,قادم,Coming
795,شركة,Company
796,هذة,This
797,بنفسك,Yourself
798,تأخذ,Take
799,تخبرني,Tell me
800,الزواج,Marriage
801,أتيت,Come
802,نحو,About
803,ولكني,But I
804,إذهب,Go
805,مليون,Million
806,صاح,Shouted
807,نسيت,Forgot
808,القضية,Case
809,عملية,process
810,حبيبتي,Baby
811,د,D
812,مستحيل,Impossible
813,فعلته,I did
814,الحق,Right
815,الرب,Lord
816,ذاك,That
817,الأخرى,Other
818,عدة,Several
819,آمل,I hope
820,وكل,Each
821,دي,De
822,علم,Aware of
823,تذكر,Remember
824,تعود,Dating
825,خمس,Five
826,أمك,Your mother
827,اعتقدت,I thought
828,سيحدث,will happen
829,قول,Saying
830,يحتاج,needs
831,ألف,A
832,اكون,It will be
833,أثناء,During
834,ولكنه,But
835,طلبت,I asked
836,قيد,Under
837,خلف,Behind
838,وصلت,It reached
839,دعيني,Let me
840,الحظ,Fortune
841,تعتقدين,Think
842,بعدها,Then
843,تفكر,Think
844,صعب,Saab
845,قل,Say
846,نعلم,We know
847,ابن,Son
848,ال,the
849,تصبح,Become
850,عرض,View
851,زلت,I'm still
852,الصعب,Hard
853,مهم,Important
854,انتظري,Wait
855,تفضل,Prefer
856,أربعة,Four
857,منكم,You
858,أتعلمين,Do you know
859,مساعدة,Help
860,اسمه,Named
861,آنسة,Miss
862,اتصل,Contact
863,الحقيقي,Real
864,وعندما,When
865,حسن,Hassan
866,النظر,Consideration
867,القليل,Little
868,فقدت,Lost
869,أسرع,Faster
870,سأقوم,I'm going to
871,للعمل,Work
872,البداية,Initially
873,بتلك,Those
874,يريدون,Want
875,معهم,With them
876,يارجل,Man
877,المناسب,Fitting
878,كن,Be
879,يتحدث,Speaking
880,لأي,Anyone
881,عشرة,Ten
882,يمكننى,I can
883,جئت,I came
884,مشاكل,Problems
885,الشمس,Sun
886,يعود,Back
887,أبحث,Looking
888,ظ,J
889,السؤال,Question
890,أحصل,Get
891,ببعض,Some
892,بنفسي,Myself
893,اه,Uh
894,يفترض,Presumably
895,بعيدا,Away
896,تقصد,You mean
897,بكثير,Much
898,ستفعل,Do
899,وانت,And you
900,جاء,Came
901,فكرت,I thought about
902,تبدين,You look
903,سأعود,I'll be back
904,الدخول,Login
905,الدم,blood
906,أطفال,Children
907,شرطة,Police
908,الثاني,Second
909,بول,Paul
910,المعلومات,Information
911,يعد,The
912,الجانب,side
913,تحمل,Carry
914,أعود,I go back
915,جريمة,Crime
916,أمس,Yesterday
917,الآخرين,Others
918,محق,Right
919,سؤال,Question
920,بكم,Welcome
921,التالي,Next
922,كرة,Football
923,اقول,I say
924,ترك,Leave
925,الكلام,Speech
926,الأيام,days
927,الجزء,Part
928,الداخل,Inside
929,جهاز,device
930,قتلت,Killed
931,أننى,I am
932,انتي,Ante
933,رجاء,Please
934,البحث,Search
935,بضعة,A few
936,هـذا,This
937,الحلقة,Episode
938,لويس,Louis
939,عما,What
940,واضح,Clear
941,جين,Jane
942,إننا,We
943,مستعد,Ready
944,أسوأ,Worst
945,القديمة,Ancient
946,الوصول,access
947,قط,Never
948,بيل,Bill
949,ماري,Mary
950,اسمي,My name
951,يقولون,They say
952,المخدرات,Drug
953,ستة,Six
954,المستشفى,Hospital
955,سنذهب,We will go
956,توقفي,Stop
957,زال,Still
958,ماكس,Max
959,اللحظة,moment
960,معا,Together
961,مختلف,Various
962,يزال,Still
963,صوت,Voice
964,ب,B
965,كامل,Full
966,فعلا,Actually
967,مضحك,Funny
968,بأننا,We
969,يحب,Loves
970,طبيب,Doctor
971,نرى,See
972,أخذت,It took
973,خطر,Risk
974,بعمل,Work
975,الجريمة,Crime
976,عالم,World
977,أكره,I hate
978,عليكم,You
979,لأنها,Because they
980,السماء,Heaven
981,الاشياء,stuff
982,مركز,Center
983,غدا,Tomorrow
984,قطعة,Piece
985,المنطقة,region
986,جيمي,Jimmy
987,خاصة,Special
988,هنري,Henry
989,زوجتك,Your wife
990,الشئ,Thing
991,بلى,Yes
992,الصورة,Photo
993,مقابل,Vs
994,الخطأ,Error
995,تعيش,Live
996,وهذه,This
997,أهتم,I care
998,القائد,Commander of
999,الطائرة,Aircraft
1000,الكتاب,The book
1001,أنـا,I
1002,كثير,Many
1003,السنة,Year
1004,منتصف,Mid-
1005,بإمكاني,I
1006,الشارع,Street
1007,ميلاد,Birthday
1008,قضية,Issue
1009,الهواء,Air
1010,نفسها,Itself
1011,أنتظر,Wait
1012,قم,Download
1013,موجود,It is
1014,طالما,As long as
1015,أطلب,I ask
1016,مره,times
1017,شباب,Youth
1018,الاتصال,Contact
1019,شهر,Month
1020,رأيته,I saw
1021,ممتاز,Excellent
1022,حيال,About
1023,القتل,Murder
1024,سارة,Sarah
1025,اتفقنا,We agreed
1026,أجد,I find
1027,أأنت,Are
1028,مفهوم,The concept
1029,ابي,Abe
1030,القادم,Next
1031,مختلفة,Various
1032,بإمكانك,You
1033,يعيش,Live
1034,الدكتور,Dr
1035,الفريق,Team
1036,لفترة,For a period of
1037,ينتهي,ends
1038,المحتمل,Probably
1039,البلدة,Town
1040,وأن,And
1041,لطيفة,Nice
1042,فعلها,Do
1043,مازال,Still
1044,القانون,Law
1045,ابدا,Never
1046,قسم,Department
1047,والذي,Which
1048,فيلم,Movie
1049,ولكنني,But I
1050,جاهز,Ready
1051,مرات,Times
1052,أحمق,Fool
1053,بشدة,Strongly
1054,العرض,Display
1055,سنكون,We will be
1056,أولئك,Those
1057,حوالي,About
1058,قليل,Few
1059,بوب,Bob
1060,راي,Ray
1061,وبعدها,Then
1062,لكننا,But
1063,وجه,Face
1064,تنظر,Consider
1065,أقسم,I swear
1066,وهل,Is
1067,الشعور,Feeling
1068,اسمعي,Listen
1069,يعتقد,Believes
1070,فلا,There
1071,رحلة,trip
1072,اللعبة,Game
1073,القاتل,Killer
1074,عملي,Practical
1075,تفعلي,are you doing
1076,وكيف,How
1077,شعرت,I felt
1078,داني,Danny
1079,دليل,guide
1080,الصور,Pictures
1081,الصحيح,Right
1082,تركت,I left
1083,وإذا,If
1084,الوغد,Cur
1085,اخرج,Get out
1086,تبحث,Looking
1087,المكتب,Office
1088,أنتما,Ye
1089,ماهو,What is
1090,مـن,Of
1091,يموت,Die
1092,تخرج,Graduated
1093,اسمك,Your name
1094,امي,Lamy
1095,حاجة,Need
1096,القصة,Story
1097,اشعر,I feel
1098,أنظري,Look
1099,عدت,I returned
1100,مازلت,I still
1101,السيطرة,control
1102,علمت,I learned
1103,تستطيعين,Tsttiein
1104,إني,I
1105,عاد,Returned
1106,إعادة,Re
1107,زوجي,My husband
1108,عربى,arabic
1109,الفرصة,The opportunity
1110,كلنا,We are all
1111,بالكامل,Fully
1112,القهوة,Coffee
1113,العميل,Customer
1114,شي,Shi
1115,ولقد,We
1116,تبا,Heck
1117,صديقك,Friend
1118,المعذرة,Excuse me
1119,قائمة,List
1120,ابني,My son
1121,أسفل,Down
1122,مساء,Evening
1123,أعد,Prepared
1124,وضعت,Put
1125,هراء,Nonsense
1126,العثور,Found
1127,أطلق,Launched
1128,بالداخل,Inside
1129,قوة,Power
1130,نيك,Nick
1131,وراء,Behind
1132,حقيقية,Real
1133,خطة,Plan
1134,عندك,You have
1135,حينها,Then
1136,ترغب,Want
1137,بماذا,What
1138,حتي,Even
1139,مهمة,Important
1140,ولكنك,But you
1141,أسف,Unfortunately
1142,قاتل,Assassin
1143,نجد,We find
1144,أرغب,I want
1145,موقع,site
1146,عدا,Except
1147,النقود,Money
1148,مجددا,Again
1149,رأسك,Your head
1150,أعرفه,I know
1151,إمرأة,Woman
1152,ام,M
1153,معى,With me
1154,السفينة,Ship
1155,تقلقي,Worry
1156,يصبح,It becomes
1157,المشاكل,Problems
1158,معلومات,Information
1159,تملك,Owns
1160,عندها,Then
1161,يجعل,Makes
1162,منزلي,Home
1163,نظام,system
1164,تبدأ,Start
1165,بعيد,Far
1166,أخبر,Tell
1167,فإن,The
1168,تجد,Find
1169,ضع,Place
1170,تحرك,Move
1171,الأخبار,News
1172,كثيرة,Many
1173,البحر,Sea
1174,ماتت,Died
1175,تعلمون,You know
1176,البارحة,Yesterday
1177,كوني,Connie
1178,نقطة,points
1179,الميلاد,Birth
1180,القديم,Old
1181,تود,Todd
1182,قلبي,My heart
1183,محاولة,attempt
1184,رؤيتك,See
1185,أجلك,You
1186,تمت,has
1187,إيجاد,Find
1188,البشر,Humans
1189,أخبار,News
1190,تزال,Still
1191,جيمس,James
1192,الغد,Tomorrow
1193,أملك,I own
1194,القيادة,Leadership
1195,الكبيرة,Big
1196,للأبد,Forever
1197,سي,C.
1198,أستطع,I could
1199,ارجوك,Please
1200,ال,The
1201,غبي,Stupid
1202,إلينا,us
1203,…,…
1204,لكى,In order to
1205,عملك,Your Business
1206,جيم,Jim
1207,الأرجح,Probably
1208,المحكمة,Court
1209,خائفة,Scared
1210,يبدوا,It seems
1211,العاهرة,Bitch
1212,خائف,Afraid
1213,ولد,Born
1214,انتم,You
1215,احب,I love
1216,تي,t.
1217,الشركة,Company
1218,دعينا,Let
1219,يستحق,Worth
1220,تريده,You want
1221,إطلاق,Launch
1222,أفعله,I do
1223,الحالة,Status
1224,أتى,came
1225,كلما,Whenever
1226,قامت,The
1227,يكونوا,They
1228,قريب,close
1229,الدماء,Blood
1230,الأحمق,A fool
1231,خاص,Special
1232,الملابس,Clothing
1233,أسابيع,Weeks
1234,خيار,option
1235,قلته,I said
1236,انظروا,Look at
1237,كلارك,Clark
1238,لبعض,Some
1239,ميل,Mile
1240,أعلى,Top
1241,تغيير,Changing
1242,الحفلة,Concert
1243,الجيش,Army
1244,صاحب,His
1245,بنفس,The same
1246,القلب,Heart
1247,عائلتي,My family
1248,حياته,His
1249,يمكنها,Can
1250,حفل,ceremony
1251,منطقة,area
1252,معنى,Meaning
1253,يتعلق,Regards
1254,تموت,Die
1255,سبق,Already
1256,أولا,First
1257,الغير,Non-
1258,إثنان,Two
1259,اثنان,Two
1260,القوة,power
1261,تحدثت,I talked
1262,بجانب,Next to
1263,اعني,I mean
1264,السابقة,Previous
1265,سنفعل,We will do
1266,الكلب,Dog
1267,بني,Built
1268,السابق,Previous
1269,للحصول,For
1270,الهدف,Target
1271,الموسيقى,Music
1272,الأكثر,Most
1273,القول,Say
1274,احتاج,I need
1275,أما,The
1276,الطابق,Floor
1277,صندوق,Fund
1278,العيش,Live
1279,زوجة,Wife
1280,لأننا,Because we
1281,برنامج,Program
1282,الحمام,Bathroom
1283,الامور,Things
1284,اظن,I think
1285,أشخاص,people
1286,مضى,Before
1287,قدم,foot
1288,يديك,Your hands
1289,الخط,Line
1290,لمن,For those who
1291,ديفيد,David
1292,اللعينة,Damned
1293,مكانك,Place your
1294,بى,B-
1295,الإتصال,Contact
1296,بالكاد,Barely
1297,تقريبا,Almost
1298,اللعنه,Damn
1299,الأخير,Last
1300,حد,End
1301,أخبرتني,She told me
1302,وظيفة,Function
1303,فأنت,You
1304,ظهر,Back
1305,ابتعد,Stay away
1306,تقل,Less than
1307,فلن,You will not
1308,كتاب,Book
1309,يجدر,It is worth
1310,ولكنها,But
1311,السلاح,arms
1312,نبدأ,We start
1313,هدية,Gift
1314,وجدنا,We found
1315,أذا,If
1316,مثيرة,Exciting
1317,نعمل,We
1318,لاحقا,Later
1319,فهذا,This
1320,غريبة,Strange
1321,بيلي,Billy
1322,دور,The role of
1323,الثالث,Third
1324,ويل,Will
1325,جعل,Make
1326,وهم,They
1327,بالله,God
1328,الهراء,Fudge
1329,سلاح,Weapon
1330,الخلف,Back
1331,قريبا,Soon
1332,قطع,Cut
1333,أنكم,You
1334,سنقوم,We'll
1335,حبيبي,Habibi
1336,أمريكا,America
1337,كلانا,We both
1338,الكفاية,Enough
1339,آيي,â.
1340,مايرام,Ok
1341,الأمن,Security
1342,خرجت,I came out
1343,مارك,Mark
1344,وإلا,Otherwise
1345,نبحث,Looking
1346,لديكم,You have
1347,الفيلم,The film
1348,مريض,Patient
1349,لوس,Los
1350,الصوت,Sound
1351,أتصل,Contact
1352,قوية,Powerful
1353,وكنت,I
1354,الشاب,Young
1355,الجميلة,Beautiful
1356,ألن,Allen
1357,المتحدة,United
1358,عادة,Usually
1359,طريقي,My way
1360,شعور,Feeling
1361,سأتصل,I'll call
1362,أخشى,I'm afraid
1363,أراد,He wanted
1364,فهم,Understanding
1365,وذلك,That
1366,ارى,I see
1367,معظم,Most of
1368,الكرة,Ball
1369,التعامل,Dealing
1370,نخرج,We go out
1371,سماع,Hear
1372,رائحة,The smell of
1373,أهلا,Welcome to
